Genus	Ombre5	Psomagen1b	Psomagen2	Psomagen3	Psomagen4	thryve2	thryve3a	thryve3b	thryve4	Kean5	Psomagen1a
Megasphaera	0	0	0.00706913615156228	0	0	0	0.00275239458328746	0	0	0.000301953336131434	0
Veillonella	0	0	0.00706913615156228	0	0	0	0	0	0	0	0.00611609105330556
Veillonellaceae_unclassified	0.00562793707966345	0.00508362564180774	0.00706913615156228	0	0.00517759138448794	0	0.00275239458328746	0.00238117915991999	0.00265244953714756	0.00181172001678861	0.00114676707249479
Alphaproteobacteria_unclassified	0	0.172843271821463	0.15552099533437	0.0881600987393106	0.108729419074247	0	0	0	0	0	0
uncultured_ge	0	0	0	0	0	0	0	0.00476235831983998	0	0	0.000382255690831597
Mitochondria_ge	0	22.3527019470286	23.7947122861586	20.8057833024773	41.627834731283	0	0	0	0	0	0.000764511381663194
Rickettsiales_unclassified	0	0.203345025672309	0.212074084546868	0.16750418760469	0.315833074453764	0	0	0	0	0	0
Sphingomonas	0	0	0	0	0	0	0	0	0.00265244953714756	0	0
Deltaproteobacteria_unclassified	0	0	0.0141382723031246	0	0.00517759138448794	0	0	0	0	0.000301953336131434	0
Bilophila	0.818864845091032	0.0711707589853083	0.197935812243744	0.185136207352552	0.077663870767319	0.455204640670319	0.415611582076406	0.392894561386799	0.710856475955545	0.343622896517572	0.173926339328377
Desulfovibrio	0.00844190561949517	0	0.0424148169093737	0	0.0155327741534638	0.0362552368675475	0.0578002862490367	0.0166682541194399	0.100793082411607	0.000301953336131434	0.023699852831559
Desulfovibrionaceae_unclassified	0.00844190561949517	0.0457526307762696	0.0636222253640605	0.0440800493696553	0.0155327741534638	0.014099258781824	0.00825718374986238	0.0119058957996	0.00265244953714756	0.0543516005036582	0.0898300873454254
Mailhella	0	0	0.00706913615156228	0	0	0	0	0	0	0.000301953336131434	0.000382255690831597
Desulfovibrionales_unclassified	0	0	0.00706913615156228	0.00881600987393106	0	0	0.00275239458328746	0	0	0	0.000382255690831597
Betaproteobacteriales_unclassified	0.00281396853983172	0.0152508769254232	0.0424148169093737	0.0264480296217932	0.0155327741534638	0	0	0	0	0.0102664134284688	0.0133789491791059
Burkholderiaceae_unclassified	0.00281396853983172	0.0254181282090387	0.0282765446062491	0.00881600987393106	0.0155327741534638	0	0.00275239458328746	0.00476235831983998	0.0636587888915413	0.0117761801091259	0.0259933869765486
Oxalobacter	0	0	0	0	0.0207103655379517	0	0	0	0.00265244953714756	0.00422734670584008	0
Parasutterella	1.37884458451754	0.676122210360429	1.00381733352184	0.661200740544829	0.440095267681475	1.00306155333548	0.712870197071452	0.552433565101438	0.848783851887218	1.10726288359397	1.64713977179335
Ralstonia	0	0	0	0	0	0	0	0	0.0371342935200658	0	0
Sutterella	0.0112558741593269	0	0	0	0	0.00402835965194973	0.00275239458328746	0	0.00265244953714756	0.000301953336131434	0
Cronobacter	0	0	0	0	0.0673086879983432	0	0	0	0	0	0
Enterobacteriaceae_unclassified	0	0	0.0282765446062491	0	0.465983224603914	0	0	0	0.220153311583247	0	0.00458706828997917
Escherichia-Shigella	0.0112558741593269	0	0	0	0.481515998757378	0.00402835965194973	0	0	0.657807485212594	0.000905860008394303	0.0397545918464861
Pseudocitrobacter	0	0	0	0	0.00517759138448794	0	0	0	0	0	0
Raoultella	0	0	0.00706913615156228	0	0	0	0	0	0	0	0
Salmonella	0	0	0	0	0.077663870767319	0	0	0	0	0	0
Trabulsiella	0	0	0	0	0.0103551827689759	0	0	0	0	0	0
Gammaproteobacteria_unclassified	0	0.00508362564180774	0.0141382723031246	0.0264480296217932	0.103551827689759	0	0.00275239458328746	0	0.00530489907429511	0.000905860008394303	0.00114676707249479
Haemophilus	0.00281396853983172	0	0	0	0	0.00402835965194973	0	0.00238117915991999	0	0.000905860008394303	0.00382255690831597
Pasteurellaceae_unclassified	0	0	0	0	0	0.00604253947792459	0	0	0	0	0.00114676707249479
Proteobacteria_unclassified	0	5.76483147780997	6.19256326876856	5.82738252666843	13.7516827172	0	0	0	0	0.000301953336131434	0.00114676707249479
Izimaplasmatales_ge	0	0	0	0	0	0	0	0.00238117915991999	0	0	0
Mollicutes_RF39_ge	0.00562793707966345	0.162676020537848	0.049483953060936	0	1.6723620171896	0.199403802771511	0	0	2.73732792233628	0.00724688006715442	0.0244643642132222
Mollicutes_unclassified	0	0	0	0	0.0207103655379517	0	0	0	0.0159146972228853	0	0
Verrucomicrobiae_unclassified	0	0.00508362564180774	0.00706913615156228	0.0352640394957242	0.0310655483069276	0	0	0	0.00265244953714756	0.00211367335292004	0.00152902276332639
Akkermansia	3.7341362523567	0.340602918001118	0.523116075215609	1.46345763907256	3.19457388422906	0.916451820818563	4.85522404491908	5.05762453567006	21.678470067107	3.4658203921166	2.6505609602263
Verrucomicrobiales_unclassified	0.00281396853983172	0.0101672512836155	0.0212074084546868	0.0881600987393106	0.15015015015015	0	0.0137619729164373	0.00714353747975998	0.0159146972228853	0.00694492673102299	0.00764511381663195
Aphagea_fa_unclassified	0	0	0.00706913615156228	0	0	0	0	0	0	0	0
Distigma	0	0	0	0	0.00517759138448794	0	0	0	0	0	0
Euglenozoa_unclassified	0	0.0101672512836155	0	0.00881600987393106	0.00517759138448794	0	0	0	0	0	0
Mammalia_ge	0	0	0	0.0176320197478621	0	0	0	0	0	0	0
Varibaculum	0	0	0	0	0	0	0	0	0	0.00271758002518291	0
Corynebacteriaceae_unclassified	0	0	0	0	0	0	0	0	0	0.000301953336131434	0
Corynebacteriales_unclassified	0	0	0	0	0	0	0	0	0	0.00120781334452574	0
Millisia	0	0	0	0	0	0	0	0	0	0.00150976668065717	0
Microbacteriaceae_unclassified	0	0	0	0	0	0	0	0	0	0.000603906672262869	0
Pseudoclavibacter	0	0	0	0	0	0	0	0	0	0.00241562668905147	0
Rothia	0	0	0	0	0	0	0	0	0	0.000301953336131434	0
Micrococcales_unclassified	0	0	0	0	0	0	0	0	0	0.000905860008394303	0
Atopobiaceae_ge	0	0	0	0	0	0	0	0	0	0.000603906672262869	0
Enterorhabdus	0	0	0	0	0	0	0	0	0	0.000905860008394303	0.00191127845415799
Porphyromonadaceae_unclassified	0	0	0	0	0	0	0	0	0	0.000301953336131434	0
Alloprevotella	0	0	0	0	0	0	0	0	0	0	0.000382255690831597
Christensenellaceae_ge	0	0	0	0	0	0	0	0	0	0.0782059140580415	0.0672770015863611
Clostridium_sensu_stricto_3	0	0	0	0	0	0	0	0	0	0	0.000764511381663194
Defluviitaleaceae_unclassified	0	0	0	0	0	0	0	0	0	0.00452930004197151	0.00191127845415799
Family_XI_unclassified	0	0	0	0	0	0	0	0	0	0.000603906672262869	0
Helcococcus	0	0	0	0	0	0	0	0	0	0.000603906672262869	0
Cellulosilyticum	0	0	0	0	0	0	0	0	0	0	0.00496932398081076
Peptostreptococcus	0	0	0	0	0	0	0	0	0	0.000301953336131434	0
Pygmaiobacter	0	0	0	0	0	0	0	0	0	0.00543516005036582	0.00229353414498958
Ruminococcaceae_UCG-008	0	0	0	0	0	0	0	0	0	0.000301953336131434	0
Sporobacter	0	0	0	0	0	0	0	0	0	0	0.000382255690831597
Pelospora	0	0	0	0	0	0	0	0	0	0	0.00229353414498958
Erysipelotrichaceae_UCG-004	0	0	0	0	0	0	0	0	0	0	0.000382255690831597
Negativicoccus	0	0	0	0	0	0	0	0	0	0.00120781334452574	0
Saccharimonadaceae_ge	0	0	0	0	0	0	0	0	0	0	0.000382255690831597
Schlegelella	0	0	0	0	0	0	0	0	0	0.000301953336131434	0
Neisseriaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0.000382255690831597
Klebsiella	0	0	0	0	0	0	0	0	0	0	0.00114676707249479
Pseudomonadaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0.000764511381663194
Pseudomonas	0	0	0	0	0	0	0	0	0	0	0.00191127845415799
Mycoplasma	0	0	0	0	0	0	0	0	0	0.000301953336131434	0
